TOA5	CR1000 BC EAST	CR1000	86615	CR1000.Std.31.03	CPU:Sapflow_SERC.CR1	8974	Table1		
TIMESTAMP	RECORD	DiffVolt_Avg(1)	DiffVolt_Avg(2)	DiffVolt_Avg(3)	DiffVolt_Avg(4)	DiffVolt_Avg(5)	DiffVolt_Avg(6)	DiffVolt_Avg(7)	DiffVolt_Avg(8)
TS	RN	mV	mV	mV	mV	mV	mV	mV	mV
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
2019-4-23 3:00	1651	0.82	0.469	0.549	0.522	0.528	0.391	0	NAN
2019-4-23 3:30	1652	0.821	0.468	0.548	0.521	0.526	0.39	-0.001	NAN
2019-4-23 4:00	1653	0.821	0.469	0.548	0.52	0.526	0.39	-0.001	NAN
2019-4-23 4:30	1654	0.821	0.466	0.548	0.52	0.525	0.39	-0.001	NAN
2019-4-23 5:00	1655	0.821	0.463	0.548	0.52	0.524	0.39	-0.001	NAN
2019-4-23 5:30	1656	0.821	0.462	0.548	0.519	0.524	0.39	-0.001	NAN
2019-4-23 6:00	1657	0.821	0.462	0.547	0.519	0.524	0.389	-0.001	NAN
2019-4-23 6:30	1658	0.821	0.463	0.547	0.517	0.522	0.388	-0.001	NAN
2019-4-23 7:00	1659	0.821	0.463	0.547	0.516	0.521	0.387	-0.001	NAN
2019-4-23 7:30	1660	0.821	0.463	0.546	0.517	0.522	0.388	-0.001	NAN
2019-4-23 8:00	1661	0.82	0.462	0.544	0.522	0.526	0.391	-0.001	NAN
2019-4-23 8:30	1662	0.82	0.461	0.542	0.525	0.53	0.391	-0.001	NAN
2019-4-23 9:00	1663	0.821	0.461	0.541	0.546	0.552	0.407	-0.001	NAN
2019-4-23 9:30	1664	0.821	0.463	0.543	0.569	0.578	0.426	-0.001	NAN
2019-4-23 10:00	1665	0.821	0.463	0.543	0.589	0.597	0.441	-0.001	NAN
2019-4-23 10:30	1666	0.821	0.462	0.541	0.592	0.602	0.443	-0.001	NAN
2019-4-23 11:00	1667	0.821	0.462	0.542	0.594	0.603	0.446	-0.001	NAN
2019-4-23 11:30	1668	0.821	0.46	0.541	0.595	0.603	0.445	-0.001	NAN
2019-4-23 12:00	1669	0.821	0.454	0.54	0.595	0.602	0.444	-0.002	NAN
2019-4-23 12:30	1670	0.819	0.446	0.54	0.595	0.603	0.441	-0.002	NAN
2019-4-23 13:00	1671	0.817	0.432	0.538	0.596	0.602	0.44	-0.002	NAN
2019-4-23 13:30	1672	0.82	0.416	0.54	0.597	0.602	0.442	-0.003	NAN
2019-4-23 14:00	1673	0.819	0.399	0.539	0.597	0.604	0.441	-0.002	NAN
2019-4-23 14:30	1674	0.818	0.375	0.538	0.596	0.603	0.44	-0.003	NAN
2019-4-23 15:00	1675	0.815	0.364	0.537	0.595	0.603	0.436	-0.003	NAN
2019-4-23 15:30	1676	0.817	0.359	0.536	0.594	0.603	0.438	-0.004	NAN
2019-4-23 16:00	1677	0.817	0.359	0.536	0.594	0.603	0.438	-0.006	NAN
2019-4-23 16:30	1678	0.815	0.364	0.536	0.595	0.604	0.439	-0.005	NAN
2019-4-23 17:00	1679	0.817	0.37	0.537	0.596	0.606	0.439	-0.003	NAN
2019-4-23 17:30	1680	0.814	0.373	0.537	0.597	0.607	0.439	-0.005	NAN
2019-4-23 18:00	1681	0.817	0.378	0.541	0.598	0.608	0.438	-0.004	NAN
2019-4-23 18:30	1682	0.816	0.382	0.541	0.599	0.609	0.44	-0.003	NAN
2019-4-23 19:00	1683	0.815	0.387	0.543	0.598	0.608	0.439	-0.001	NAN
2019-4-23 19:30	1684	0.817	0.393	0.544	0.587	0.597	0.432	-0.001	NAN
2019-4-23 20:00	1685	0.817	0.4	0.546	0.56	0.569	0.411	0	NAN
2019-4-23 20:30	1686	0.819	0.406	0.547	0.549	0.558	0.403	0.001	NAN
2019-4-23 21:00	1687	0.819	0.411	0.547	0.548	0.557	0.401	0.001	NAN
2019-4-23 21:30	1688	0.819	0.417	0.548	0.547	0.557	0.4	0.002	NAN
2019-4-23 22:00	1689	0.82	0.423	0.549	0.546	0.556	0.4	0.002	NAN
2019-4-23 22:30	1690	0.82	0.428	0.549	0.545	0.556	0.401	0.003	NAN
2019-4-23 23:00	1691	0.821	0.432	0.551	0.544	0.554	0.401	0.003	NAN
2019-4-23 23:30	1692	0.822	0.435	0.551	0.543	0.552	0.4	0.003	NAN
2019-4-24 0:00	1693	0.822	0.437	0.551	0.542	0.55	0.4	0.003	NAN
2019-4-24 0:30	1694	0.822	0.439	0.552	0.541	0.549	0.4	0.003	NAN
2019-4-24 1:00	1695	0.822	0.441	0.553	0.54	0.548	0.4	0.003	NAN
2019-4-24 1:30	1696	0.822	0.443	0.553	0.54	0.547	0.4	0.003	NAN
2019-4-24 2:00	1697	0.822	0.444	0.553	0.538	0.545	0.4	0.003	NAN
2019-4-24 2:30	1698	0.822	0.445	0.553	0.537	0.543	0.399	0.003	NAN
2019-4-24 3:00	1699	0.822	0.445	0.553	0.536	0.542	0.398	0.003	NAN
2019-4-24 3:30	1700	0.822	0.446	0.553	0.536	0.541	0.398	0.003	NAN
2019-4-24 4:00	1701	0.822	0.446	0.553	0.535	0.54	0.397	0.003	NAN
2019-4-24 4:30	1702	0.822	0.447	0.554	0.534	0.539	0.396	0.003	NAN
2019-4-24 5:00	1703	0.821	0.448	0.554	0.533	0.538	0.396	0.003	NAN
2019-4-24 5:30	1704	0.819	0.449	0.554	0.532	0.538	0.393	0.004	NAN
2019-4-24 6:00	1705	0.817	0.45	0.553	0.531	0.538	0.391	0.005	NAN
2019-4-24 6:30	1706	0.816	0.452	0.552	0.527	0.536	0.387	0.004	NAN
2019-4-24 7:00	1707	0.816	0.455	0.552	0.527	0.536	0.386	0.005	NAN
2019-4-24 7:30	1708	0.817	0.457	0.551	0.528	0.537	0.389	0.005	NAN
2019-4-24 8:00	1709	0.819	0.453	0.552	0.53	0.537	0.392	0.005	NAN
2019-4-24 8:30	1710	0.822	0.435	0.552	0.536	0.54	0.397	0.004	NAN
2019-4-24 9:00	1711	0.824	0.413	0.553	0.552	0.553	0.41	0.003	NAN
2019-4-24 9:30	1712	0.823	0.395	0.552	0.595	0.593	0.438	0.002	NAN
2019-4-24 10:00	1713	0.824	0.381	0.549	0.602	0.598	0.446	0.001	NAN
2019-4-24 10:30	1714	0.825	0.371	0.547	0.604	0.596	0.447	0	NAN
2019-4-24 11:00	1715	0.823	0.364	0.548	0.604	0.594	0.447	-0.001	NAN
2019-4-24 11:30	1716	0.823	0.355	0.548	0.601	0.59	0.445	-0.003	NAN
2019-4-24 12:00	1717	0.82	0.35	0.548	0.6	0.588	0.443	-0.007	NAN
2019-4-24 12:30	1718	0.818	0.35	0.548	0.6	0.586	0.439	-0.008	NAN
2019-4-24 13:00	1719	0.816	0.349	0.547	0.599	0.584	0.436	-0.009	NAN
2019-4-24 13:30	1720	0.817	0.349	0.545	0.597	0.584	0.435	-0.01	NAN
2019-4-24 14:00	1721	0.812	0.349	0.544	0.597	0.584	0.436	-0.009	NAN
2019-4-24 14:30	1722	0.815	0.352	0.545	0.596	0.585	0.436	-0.007	NAN
2019-4-24 15:00	1723	0.816	0.353	0.544	0.595	0.585	0.436	-0.007	NAN
2019-4-24 15:30	1724	0.816	0.356	0.543	0.595	0.586	0.436	-0.008	NAN
2019-4-24 16:00	1725	0.817	0.36	0.543	0.596	0.587	0.437	-0.01	NAN
2019-4-24 16:30	1726	0.818	0.366	0.544	0.597	0.588	0.441	-0.009	NAN
2019-4-24 17:00	1727	0.818	0.372	0.542	0.599	0.588	0.438	-0.009	NAN
2019-4-24 17:30	1728	0.817	0.378	0.542	0.6	0.59	0.437	-0.01	NAN
2019-4-24 18:00	1729	0.82	0.383	0.543	0.602	0.592	0.438	-0.009	NAN
2019-4-24 18:30	1730	0.82	0.388	0.544	0.603	0.593	0.439	-0.007	NAN
2019-4-24 19:00	1731	0.823	0.393	0.547	0.592	0.582	0.433	-0.005	NAN
2019-4-24 19:30	1732	0.824	0.399	0.55	0.571	0.561	0.418	-0.003	NAN
2019-4-24 20:00	1733	0.823	0.405	0.551	0.558	0.549	0.409	-0.002	NAN
2019-4-24 20:30	1734	0.823	0.41	0.552	0.551	0.542	0.404	-0.001	NAN
2019-4-24 21:00	1735	0.822	0.415	0.552	0.55	0.542	0.403	-0.001	NAN
2019-4-24 21:30	1736	0.82	0.42	0.552	0.549	0.542	0.403	0	NAN
2019-4-24 22:00	1737	0.817	0.426	0.55	0.547	0.542	0.402	0	NAN
2019-4-24 22:30	1738	0.816	0.431	0.549	0.547	0.543	0.399	0	NAN
2019-4-24 23:00	1739	0.815	0.436	0.55	0.545	0.543	0.399	0.002	NAN
2019-4-24 23:30	1740	0.816	0.44	0.55	0.545	0.543	0.399	0.003	NAN
2019-4-25 0:00	1741	0.815	0.443	0.551	0.544	0.544	0.397	0.003	NAN
2019-4-25 0:30	1742	0.814	0.446	0.551	0.543	0.544	0.396	0.003	NAN
2019-4-25 1:00	1743	0.813	0.45	0.55	0.542	0.544	0.395	0.004	NAN
2019-4-25 1:30	1744	0.814	0.453	0.55	0.54	0.544	0.394	0.004	NAN
2019-4-25 2:00	1745	0.811	0.456	0.551	0.539	0.545	0.393	0.004	NAN
2019-4-25 2:30	1746	0.811	0.459	0.551	0.538	0.544	0.393	0.004	NAN
2019-4-25 3:00	1747	0.811	0.462	0.549	0.537	0.543	0.393	0.004	NAN
2019-4-25 3:30	1748	0.812	0.466	0.548	0.537	0.543	0.395	0.007	NAN
2019-4-25 4:00	1749	0.812	0.468	0.546	0.536	0.541	0.393	0.007	NAN
2019-4-25 4:30	1750	0.812	0.47	0.545	0.534	0.54	0.389	0.006	NAN
2019-4-25 5:00	1751	0.813	0.471	0.546	0.533	0.538	0.391	0.006	NAN
2019-4-25 5:30	1752	0.814	0.471	0.548	0.533	0.537	0.391	0.008	NAN
2019-4-25 6:00	1753	0.813	0.471	0.548	0.533	0.535	0.39	0.007	NAN
2019-4-25 6:30	1754	0.811	0.473	0.547	0.528	0.53	0.39	0.009	NAN
2019-4-25 7:00	1755	0.813	0.475	0.546	0.527	0.528	0.389	0.008	NAN
2019-4-25 7:30	1756	0.814	0.476	0.546	0.528	0.529	0.39	0.008	NAN
2019-4-25 8:00	1757	0.816	0.474	0.548	0.535	0.533	0.397	0.008	NAN
2019-4-25 8:30	1758	0.818	0.466	0.551	0.553	0.547	0.412	0.007	NAN
2019-4-25 9:00	1759	0.822	0.448	0.551	0.585	0.571	0.437	0.005	NAN
2019-4-25 9:30	1760	0.825	0.425	0.549	0.602	0.582	0.446	0.002	NAN
2019-4-25 10:00	1761	0.825	0.405	0.548	0.603	0.579	0.449	0	NAN
2019-4-25 10:30	1762	0.826	0.389	0.55	0.605	0.576	0.451	-0.002	NAN
2019-4-25 11:00	1763	0.825	0.375	0.549	0.604	0.573	0.447	-0.003	NAN
2019-4-25 11:30	1764	0.823	0.364	0.548	0.603	0.569	0.445	-0.006	NAN
2019-4-25 12:00	1765	0.818	0.354	0.549	0.601	0.567	0.443	-0.011	NAN
2019-4-25 12:30	1766	0.818	0.351	0.55	0.602	0.567	0.442	-0.013	NAN
2019-4-25 13:00	1767	0.816	0.35	0.55	0.602	0.566	0.441	-0.013	NAN
2019-4-25 13:30	1768	0.815	0.348	0.549	0.6	0.565	0.441	-0.014	NAN
2019-4-25 14:00	1769	0.815	0.35	0.547	0.599	0.564	0.44	-0.013	NAN
2019-4-25 14:30	1770	0.817	0.352	0.547	0.598	0.565	0.439	-0.012	NAN
2019-4-25 15:00	1771	0.817	0.353	0.547	0.598	0.566	0.439	-0.011	NAN
2019-4-25 15:30	1772	0.815	0.358	0.545	0.598	0.568	0.439	-0.01	NAN
2019-4-25 16:00	1773	0.817	0.364	0.544	0.599	0.569	0.437	-0.009	NAN
2019-4-25 16:30	1774	0.819	0.366	0.545	0.6	0.57	0.439	-0.009	NAN
2019-4-25 17:00	1775	0.819	0.37	0.545	0.6	0.572	0.44	-0.008	NAN
2019-4-25 17:30	1776	0.821	0.375	0.545	0.603	0.574	0.439	-0.007	NAN
2019-4-25 18:00	1777	0.819	0.379	0.545	0.603	0.575	0.437	-0.007	NAN
2019-4-25 18:30	1778	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
2019-4-25 19:00	1779	0.821	0.393	0.545	0.602	0.577	0.436	-0.005	NAN
2019-4-25 19:30	1780	0.821	0.399	0.544	0.582	0.559	0.421	-0.004	NAN
2019-4-25 20:00	1781	0.822	0.406	0.547	0.561	0.539	0.408	-0.003	NAN
2019-4-25 20:30	1782	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
2019-4-25 21:00	1783	0.824	0.417	0.55	0.548	0.528	0.401	-0.002	NAN
2019-4-25 21:30	1784	0.826	0.421	0.55	0.548	0.528	0.402	-0.001	NAN
2019-4-25 22:00	1785	0.826	0.426	0.549	0.547	0.528	0.399	-0.001	NAN
2019-4-25 22:30	1786	0.827	0.429	0.547	0.545	0.527	0.396	0	NAN
2019-4-25 23:00	1787	0.827	0.433	0.55	0.544	0.527	0.398	0	NAN
2019-4-25 23:30	1788	0.827	0.435	0.551	0.543	0.526	0.397	0.001	NAN
2019-4-26 0:00	1789	0.826	0.437	0.549	0.542	0.525	0.396	0.001	NAN
2019-4-26 0:30	1790	0.825	0.439	0.548	0.541	0.524	0.394	0.001	NAN
2019-4-26 1:00	1791	0.825	0.441	0.548	0.539	0.523	0.395	0.001	NAN
2019-4-26 1:30	1792	0.824	0.443	0.548	0.538	0.522	0.392	0.001	NAN
2019-4-26 2:00	1793	0.823	0.444	0.548	0.537	0.522	0.393	0.001	NAN
2019-4-26 2:30	1794	0.824	0.446	0.55	0.536	0.521	0.393	0.001	NAN
2019-4-26 3:00	1795	0.824	0.447	0.548	0.535	0.52	0.391	0.002	NAN
2019-4-26 3:30	1796	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
2019-4-26 4:00	1797	0.821	0.449	0.547	0.532	0.518	0.388	0.002	NAN
2019-4-26 4:30	1798	0.822	0.45	0.548	0.531	0.518	0.388	0.003	NAN
2019-4-26 5:00	1799	0.823	0.452	0.549	0.53	0.517	0.389	0.003	NAN
2019-4-26 5:30	1800	0.823	0.452	0.548	0.528	0.515	0.385	0.003	NAN
2019-4-26 6:00	1801	0.826	0.453	0.55	0.527	0.514	0.386	0.003	NAN
2019-4-26 6:30	1802	0.827	0.453	0.548	0.523	0.51	0.382	0.003	NAN
2019-4-26 7:00	1803	0.824	0.453	0.548	0.524	0.51	0.383	0.003	NAN
2019-4-26 7:30	1804	0.825	0.452	0.548	0.527	0.514	0.384	0.002	NAN
2019-4-26 8:00	1805	0.826	0.449	0.548	0.537	0.521	0.392	0.002	NAN
2019-4-26 8:30	1806	0.826	0.445	0.547	0.552	0.536	0.402	0.001	NAN
2019-4-26 9:00	1807	0.826	0.44	0.547	0.577	0.559	0.42	0.001	NAN
2019-4-26 9:30	1808	0.825	0.432	0.546	0.599	0.58	0.434	0.001	NAN
2019-4-26 10:00	1809	0.826	0.423	0.547	0.603	0.583	0.438	0	NAN
2019-4-26 10:30	1810	0.825	0.411	0.547	0.603	0.582	0.437	-0.001	NAN
2019-4-26 11:00	1811	0.823	0.399	0.545	0.602	0.58	0.436	-0.002	NAN
2019-4-26 11:30	1812	0.81	0.382	0.539	0.598	0.57	0.428	-0.006	NAN
2019-4-26 12:00	1813	NAN	0.368	0.521	0.581	0.559	0.414	-0.015	NAN
2019-4-26 12:30	1814	0.825	0.385	0.548	0.607	0.581	0.437	-0.003	NAN
2019-4-26 13:00	1815	0.821	0.375	0.544	0.603	0.576	0.432	-0.005	NAN
2019-4-26 13:30	1816	0.818	0.371	0.543	0.602	0.576	0.433	-0.005	NAN
2019-4-26 14:00	1817	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
2019-4-26 14:30	1818	NAN	NAN	NAN	NAN	0.557	NAN	-0.01	NAN
2019-4-26 15:00	1819	NAN	0.346	0.519	0.581	0.555	NAN	-0.021	NAN
2019-4-26 15:30	1820	NAN	NAN	NAN	NAN	0.489	0.364	-0.033	NAN
2019-4-26 16:00	1821	NAN	0.309	0.479	NAN	0.508	0.381	0.001	NAN
2019-4-26 16:30	1822	0.821	0.376	0.543	0.604	0.581	0.434	0.477	NAN
2019-4-26 17:00	1823	0.819	0.379	0.543	0.603	0.581	0.435	0.518	NAN
2019-4-26 17:30	1824	0.82	0.384	0.542	0.602	0.581	0.434	0.524	NAN
2019-4-26 18:00	1825	0.82	0.389	0.542	0.603	0.582	0.432	0.529	NAN
2019-4-26 18:30	1826	0.82	0.394	0.543	0.603	0.583	0.433	0.53	NAN
2019-4-26 19:00	1827	0.819	0.397	0.543	0.594	0.576	0.428	0.533	NAN
2019-4-26 19:30	1828	0.821	0.401	0.544	0.577	0.56	0.418	0.536	NAN
2019-4-26 20:00	1829	0.821	0.407	0.545	0.558	0.542	0.404	0.538	NAN
2019-4-26 20:30	1830	0.823	0.413	0.547	0.547	0.532	0.396	0.541	NAN
2019-4-26 21:00	1831	0.822	0.418	0.548	0.545	0.531	0.395	0.542	NAN
2019-4-26 21:30	1832	0.825	0.422	0.549	0.544	0.529	0.397	0.544	NAN
2019-4-26 22:00	1833	0.824	0.426	0.547	0.542	0.527	0.393	0.542	NAN
2019-4-26 22:30	1834	0.823	0.429	0.546	0.54	0.527	0.391	0.542	NAN
2019-4-26 23:00	1835	0.824	0.433	0.548	0.539	0.526	0.392	0.543	NAN
2019-4-26 23:30	1836	0.825	0.435	0.549	0.538	0.525	0.393	0.545	NAN
2019-4-27 0:00	1837	0.822	0.437	0.547	0.537	0.524	0.389	0.543	NAN
2019-4-27 0:30	1838	0.823	0.44	0.548	0.536	0.522	0.391	0.544	NAN
2019-4-27 1:00	1839	0.823	0.442	0.548	0.534	0.521	0.39	0.545	NAN
2019-4-27 1:30	1840	0.824	0.443	0.548	0.533	0.52	0.389	0.545	NAN
2019-4-27 2:00	1841	0.824	0.445	0.549	0.532	0.52	0.389	0.547	NAN
2019-4-27 2:30	1842	0.824	0.446	0.549	0.531	0.52	0.389	0.548	NAN
2019-4-27 3:00	1843	0.824	0.447	0.547	0.529	0.519	0.388	0.547	NAN
2019-4-27 3:30	1844	0.824	0.45	0.551	0.527	0.519	0.39	0.551	NAN
2019-4-27 4:00	1845	0.823	0.451	0.548	0.525	0.516	0.385	0.548	NAN
2019-4-27 4:30	1846	0.824	0.453	0.548	0.523	0.515	0.386	0.55	NAN
2019-4-27 5:00	1847	0.823	0.454	0.548	0.522	0.514	0.383	0.55	NAN
2019-4-27 5:30	1848	0.823	0.456	0.549	0.521	0.515	0.381	0.55	NAN
2019-4-27 6:00	1849	0.825	0.456	0.548	0.52	0.514	0.381	0.551	-1.537
2019-4-27 6:30	1850	0.825	0.455	0.55	0.517	0.513	0.381	0.552	-1.553
2019-4-27 7:00	1851	0.825	0.454	0.55	0.519	0.514	0.382	0.553	NAN
2019-4-27 7:30	1852	0.825	0.452	0.548	0.521	0.515	0.381	0.55	NAN
2019-4-27 8:00	1853	0.828	0.445	0.549	0.54	0.531	0.396	0.55	NAN
2019-4-27 8:30	1854	0.827	0.43	0.549	0.541	0.531	0.398	0.55	NAN
2019-4-27 9:00	1855	0.825	0.42	0.546	0.552	0.542	0.403	0.547	-1.522
2019-4-27 9:30	1856	0.825	0.41	0.546	0.591	0.578	0.43	0.547	-1.631
2019-4-27 10:00	1857	0.823	0.4	0.545	0.599	0.584	0.436	0.545	-1.621
2019-4-27 10:30	1858	0.823	0.393	0.544	0.601	0.583	0.438	0.543	-1.708
2019-4-27 11:00	1859	0.822	0.383	0.543	0.601	0.581	0.435	0.542	-1.956
2019-4-27 11:30	1860	0.823	0.378	0.544	0.602	0.582	0.436	0.542	-1.747
2019-4-27 12:00	1861	0.822	0.375	0.542	0.602	0.58	0.434	0.537	-1.895
2019-4-27 12:30	1862	0.82	0.369	0.543	0.601	0.577	0.432	0.534	-1.831
2019-4-27 13:00	1863	0.819	0.365	0.542	0.6	0.577	0.431	0.534	NAN
2019-4-27 13:30	1864	0.819	0.361	0.541	0.6	0.576	0.43	0.534	NAN
2019-4-27 14:00	1865	0.819	0.362	0.541	0.6	0.578	0.431	0.535	NAN
2019-4-27 14:30	1866	0.818	0.363	0.539	0.599	0.577	0.43	0.535	NAN
2019-4-27 15:00	1867	0.817	0.364	0.539	0.598	0.579	0.433	0.537	NAN
2019-4-27 15:30	1868	0.818	0.366	0.538	0.598	0.579	0.43	0.536	NAN
2019-4-27 16:00	1869	0.818	0.37	0.539	0.598	0.581	0.432	0.536	NAN
2019-4-27 16:30	1870	0.819	0.373	0.539	0.599	0.582	0.433	0.538	NAN
2019-4-27 17:00	1871	0.821	0.377	0.538	0.6	0.582	0.432	0.538	NAN
2019-4-27 17:30	1872	0.82	0.382	0.54	0.6	0.583	0.434	0.538	NAN
2019-4-27 18:00	1873	0.823	0.386	0.54	0.601	0.585	0.432	0.54	NAN
2019-4-27 18:30	1874	0.823	0.391	0.541	0.601	0.586	0.434	0.543	NAN
2019-4-27 19:00	1875	0.825	0.397	0.54	0.592	0.578	0.427	0.544	-0.785
2019-4-27 19:30	1876	0.823	0.403	0.541	0.574	0.56	0.412	0.545	-0.755
2019-4-27 20:00	1877	0.824	0.408	0.543	0.556	0.543	0.402	0.547	-0.732
2019-4-27 20:30	1878	0.826	0.413	0.546	0.546	0.534	0.396	0.549	-0.717
2019-4-27 21:00	1879	0.827	0.418	0.547	0.545	0.533	0.398	0.552	-0.7
2019-4-27 21:30	1880	0.827	0.422	0.549	0.544	0.533	0.398	0.553	-0.689
2019-4-27 22:00	1881	0.828	0.427	0.55	0.543	0.532	0.398	0.554	-0.673
2019-4-27 22:30	1882	0.83	0.431	0.551	0.541	0.531	0.398	0.555	-0.66
2019-4-27 23:00	1883	0.83	0.434	0.553	0.541	0.531	0.399	0.556	-0.656
2019-4-27 23:30	1884	0.827	0.438	0.553	0.539	0.532	0.398	0.557	-0.662
2019-4-28 0:00	1885	0.826	0.441	0.551	0.538	0.533	0.396	0.558	-0.667
2019-4-28 0:30	1886	0.825	0.446	0.549	0.535	0.534	0.395	0.558	-0.675
2019-4-28 1:00	1887	0.823	0.449	0.548	0.534	0.535	0.394	0.559	-0.682
2019-4-28 1:30	1888	0.824	0.451	0.547	0.533	0.536	0.393	0.559	-0.694
2019-4-28 2:00	1889	0.824	0.453	0.547	0.533	0.537	0.392	0.56	-0.701
2019-4-28 2:30	1890	0.824	0.455	0.549	0.531	0.537	0.391	0.559	-0.706
2019-4-28 3:00	1891	0.823	0.458	0.55	0.53	0.536	0.39	0.558	-0.711
2019-4-28 3:30	1892	0.82	0.46	0.551	0.529	0.536	0.388	0.557	-0.715
2019-4-28 4:00	1893	0.821	0.462	0.55	0.528	0.535	0.386	0.559	-0.721
2019-4-28 4:30	1894	0.82	0.465	0.55	0.526	0.535	0.386	0.559	-0.726
2019-4-28 5:00	1895	0.819	0.467	0.55	0.524	0.534	0.383	0.558	-0.732
2019-4-28 5:30	1896	0.821	0.469	0.55	0.523	0.533	0.384	0.56	-0.737
2019-4-28 6:00	1897	0.819	0.47	0.55	0.521	0.532	0.383	0.56	-0.741
2019-4-28 6:30	1898	0.819	0.472	0.549	0.518	0.53	0.381	0.56	-0.746
2019-4-28 7:00	1899	0.82	0.473	0.549	0.518	0.529	0.381	0.561	-0.748
2019-4-28 7:30	1900	0.823	0.474	0.549	0.521	0.53	0.384	0.561	-0.749
2019-4-28 8:00	1901	0.825	0.474	0.549	0.524	0.529	0.387	0.56	-0.751
2019-4-28 8:30	1902	0.827	0.47	0.549	0.53	0.53	0.395	0.562	-0.752
2019-4-28 9:00	1903	0.829	0.457	0.549	0.551	0.543	0.412	0.561	-0.755
2019-4-28 9:30	1904	0.831	0.441	0.549	0.598	0.583	0.447	0.559	-0.702
2019-4-28 10:00	1905	0.831	0.429	0.548	0.604	0.585	0.454	0.559	-0.694
2019-4-28 10:30	1906	0.831	0.412	0.549	0.603	0.58	0.455	0.556	-0.71
2019-4-28 11:00	1907	0.827	0.392	0.548	0.602	0.576	0.451	0.553	-0.611
2019-4-28 11:30	1908	0.821	0.377	0.547	0.602	0.572	0.444	0.55	-0.605
2019-4-28 12:00	1909	0.825	0.364	0.548	0.601	0.57	0.445	0.543	-0.58
2019-4-28 12:30	1910	0.824	0.358	0.549	0.6	0.567	0.441	0.539	-0.566
2019-4-28 13:00	1911	0.822	0.356	0.548	0.599	0.567	0.441	0.537	-0.437
2019-4-28 13:30	1912	0.817	0.354	0.544	0.598	0.567	0.435	0.534	-0.44
2019-4-28 14:00	1913	0.819	0.353	0.545	0.597	0.567	0.44	0.535	-0.429
2019-4-28 14:30	1914	0.819	0.354	0.543	0.595	0.567	0.436	0.537	-0.419
2019-4-28 15:00	1915	0.82	0.354	0.543	0.594	0.568	0.44	0.537	-0.379
2019-4-28 15:30	1916	0.82	0.357	0.543	0.593	0.57	0.438	0.534	-0.421
2019-4-28 16:00	1917	0.823	0.361	0.542	0.594	0.571	0.44	0.534	-0.381
2019-4-28 16:30	1918	0.824	0.367	0.542	0.595	0.572	0.44	0.536	-0.418
2019-4-28 17:00	1919	0.825	0.374	0.543	0.597	0.573	0.44	0.537	-0.423
2019-4-28 17:30	1920	0.826	0.38	0.543	0.599	0.576	0.441	0.536	-0.474
2019-4-28 18:00	1921	0.828	0.386	0.543	0.601	0.578	0.441	0.539	-0.497
2019-4-28 18:30	1922	0.83	0.391	0.544	0.601	0.58	0.441	0.544	-0.538
2019-4-28 19:00	1923	0.83	0.396	0.545	0.583	0.564	0.428	0.547	-0.507
2019-4-28 19:30	1924	0.831	0.402	0.547	0.562	0.544	0.413	0.55	-0.511
2019-4-28 20:00	1925	0.833	0.408	0.549	0.552	0.535	0.408	0.555	-0.498
2019-4-28 20:30	1926	0.834	0.414	0.55	0.546	0.531	0.405	0.558	-0.48
2019-4-28 21:00	1927	0.832	0.418	0.551	0.544	0.532	0.402	0.559	-0.486
2019-4-28 21:30	1928	0.83	0.423	0.55	0.544	0.534	0.4	0.56	-0.491
2019-4-28 22:00	1929	0.828	0.427	0.55	0.542	0.534	0.4	0.561	-0.496
2019-4-28 22:30	1930	0.828	0.431	0.55	0.541	0.535	0.398	0.562	-0.504
2019-4-28 23:00	1931	0.828	0.435	0.55	0.54	0.537	0.398	0.562	-0.514
2019-4-28 23:30	1932	0.829	0.439	0.552	0.539	0.538	0.395	0.561	-0.516
2019-4-29 0:00	1933	0.83	0.443	0.551	0.537	0.539	0.394	0.562	-0.518
2019-4-29 0:30	1934	0.83	0.446	0.552	0.537	0.54	0.393	0.56	-0.52
2019-4-29 1:00	1935	0.828	0.449	0.551	0.536	0.541	0.392	0.561	-0.522
2019-4-29 1:30	1936	0.827	0.453	0.549	0.534	0.54	0.393	0.564	-0.524
2019-4-29 2:00	1937	0.826	0.457	0.551	0.533	0.539	0.391	0.564	-0.525
2019-4-29 2:30	1938	0.827	0.46	0.55	0.531	0.539	0.39	0.564	-0.525
2019-4-29 3:00	1939	0.828	0.462	0.551	0.529	0.538	0.392	0.567	-0.533
2019-4-29 3:30	1940	0.828	0.463	0.552	0.528	0.537	0.389	0.566	-0.544
2019-4-29 4:00	1941	0.827	0.464	0.552	0.527	0.536	0.387	0.564	-0.551
2019-4-29 4:30	1942	0.827	0.466	0.55	0.526	0.536	0.387	0.566	-0.556
2019-4-29 5:00	1943	0.827	0.467	0.549	0.524	0.535	0.386	0.566	-0.559
2019-4-29 5:30	1944	0.829	0.47	0.548	0.522	0.533	0.385	0.567	-0.562
2019-4-29 6:00	1945	0.828	0.471	0.549	0.521	0.53	0.383	0.567	-0.563
