TOA5	CR1000 BC WEST	CR1000	86623	CR1000.Std.31.03	CPU:Sapflow_SERC.CR1	8974	Table1		
TIMESTAMP	RECORD	DiffVolt_Avg(1)	DiffVolt_Avg(2)	DiffVolt_Avg(3)	DiffVolt_Avg(4)	DiffVolt_Avg(5)	DiffVolt_Avg(6)	DiffVolt_Avg(7)	DiffVolt_Avg(8)
TS	RN	mV	mV	mV	mV	mV	mV	mV	mV
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
2019-4-13 21:30	1208	0.54	0.476	0.506	0.569	0.536	0.768	0.683	0.541
2019-4-13 22:00	1209	0.54	0.476	0.508	0.57	0.536	0.77	0.685	0.541
2019-4-13 22:30	1210	0.541	0.476	0.51	0.57	0.537	0.769	0.685	0.542
2019-4-13 23:00	1211	0.541	0.477	0.511	0.571	0.537	0.772	0.684	0.542
2019-4-13 23:30	1212	0.541	0.479	0.513	0.573	0.538	0.773	0.684	0.543
2019-4-14 0:00	1213	0.541	0.482	0.515	0.573	0.539	0.772	0.686	0.543
2019-4-14 0:30	1214	0.54	0.483	0.516	0.572	0.537	0.766	0.686	0.543
2019-4-14 1:00	1215	0.54	0.486	0.518	0.573	0.539	0.771	0.686	0.543
2019-4-14 1:30	1216	0.54	0.487	0.519	0.573	0.537	0.768	0.683	0.543
2019-4-14 2:00	1217	0.541	0.49	0.521	0.572	0.537	0.765	0.681	0.543
2019-4-14 2:30	1218	0.541	0.493	0.522	0.572	0.537	0.767	0.68	0.543
2019-4-14 3:00	1219	0.541	0.494	0.52	0.572	0.537	0.768	0.68	0.543
2019-4-14 3:30	1220	0.541	0.495	0.523	0.572	0.539	0.771	0.684	0.544
2019-4-14 4:00	1221	0.541	0.496	0.524	0.571	0.536	0.765	0.679	0.543
2019-4-14 4:30	1222	0.541	0.498	0.525	0.572	0.539	0.772	0.683	0.544
2019-4-14 5:00	1223	0.541	0.499	0.528	0.572	0.54	0.775	0.686	0.545
2019-4-14 5:30	1224	0.541	0.499	0.528	0.572	0.541	0.775	0.685	0.545
2019-4-14 6:00	1225	0.541	0.499	0.53	0.573	0.541	0.776	0.688	0.546
2019-4-14 6:30	1226	0.54	0.5	0.53	0.573	0.541	0.776	0.688	0.546
2019-4-14 7:00	1227	0.54	0.501	0.531	0.572	0.541	0.774	0.687	0.546
2019-4-14 7:30	1228	0.541	0.5	0.531	0.572	0.542	0.775	0.687	0.547
2019-4-14 8:00	1229	0.541	0.498	0.532	0.573	0.543	0.776	0.687	0.547
2019-4-14 8:30	1230	0.541	0.493	0.531	0.573	0.542	0.777	0.69	0.546
2019-4-14 9:00	1231	0.541	0.485	0.528	0.572	0.54	0.778	0.692	0.547
2019-4-14 9:30	1232	0.541	0.482	0.525	0.573	0.541	0.778	0.692	0.547
2019-4-14 10:00	1233	0.541	0.484	0.524	0.573	0.54	0.771	0.688	0.547
2019-4-14 10:30	1234	0.542	0.489	0.525	0.574	0.543	0.781	0.693	0.548
2019-4-14 11:00	1235	0.542	0.487	0.523	0.573	0.542	0.774	0.693	0.548
2019-4-14 11:30	1236	0.54	0.484	0.52	0.572	0.538	0.769	0.686	0.546
2019-4-14 12:00	1237	0.541	0.481	0.518	0.572	0.537	0.769	0.689	0.547
2019-4-14 12:30	1238	0.542	0.48	0.514	0.572	0.537	0.764	0.684	0.546
2019-4-14 13:00	1239	0.542	0.485	0.516	0.573	0.54	0.768	0.684	0.546
2019-4-14 13:30	1240	0.543	0.489	0.518	0.573	0.54	0.771	0.686	0.547
2019-4-14 14:00	1241	0.543	0.492	0.52	0.573	0.54	0.773	0.684	0.547
2019-4-14 14:30	1242	0.545	0.496	0.522	0.574	0.542	0.778	0.686	0.547
2019-4-14 15:00	1243	0.545	0.499	0.524	0.573	0.543	0.775	0.686	0.547
2019-4-14 15:30	1244	0.544	0.502	0.527	0.574	0.543	0.778	0.687	0.547
2019-4-14 16:00	1245	0.544	0.503	0.53	0.574	0.543	0.778	0.688	0.546
2019-4-14 16:30	1246	0.543	0.503	0.532	0.574	0.543	0.78	0.692	0.546
2019-4-14 17:00	1247	0.543	0.503	0.532	0.575	0.543	0.78	0.691	0.546
2019-4-14 17:30	1248	0.544	0.501	0.529	0.574	0.543	0.779	0.691	0.547
2019-4-14 18:00	1249	0.544	0.499	0.528	0.574	0.543	0.775	0.687	0.547
2019-4-14 18:30	1250	0.545	0.502	0.528	0.574	0.543	0.777	0.687	0.548
2019-4-14 19:00	1251	0.545	0.504	0.53	0.574	0.543	0.779	0.688	0.548
2019-4-14 19:30	1252	0.545	0.506	0.532	0.574	0.543	0.779	0.689	0.548
2019-4-14 20:00	1253	0.545	0.507	0.533	0.574	0.543	0.777	0.688	0.547
2019-4-14 20:30	1254	0.545	0.508	0.534	0.574	0.543	0.778	0.688	0.547
2019-4-14 21:00	1255	0.546	0.508	0.534	0.574	0.542	0.778	0.688	0.548
2019-4-14 21:30	1256	0.546	0.508	0.533	0.573	0.542	0.775	0.685	0.548
2019-4-14 22:00	1257	0.547	0.509	0.532	0.573	0.542	0.776	0.685	0.548
2019-4-14 22:30	1258	0.547	0.509	0.531	0.572	0.542	0.774	0.683	0.547
2019-4-14 23:00	1259	0.548	0.509	0.531	0.572	0.542	0.777	0.686	0.548
2019-4-14 23:30	1260	0.547	0.509	0.532	0.573	0.542	0.777	0.687	0.548
2019-4-15 0:00	1261	0.547	0.509	0.532	0.573	0.542	0.777	0.688	0.548
2019-4-15 0:30	1262	0.546	0.509	0.532	0.573	0.542	0.777	0.688	0.548
2019-4-15 1:00	1263	0.547	0.509	0.531	0.572	0.541	0.776	0.687	0.548
2019-4-15 1:30	1264	0.547	0.509	0.532	0.573	0.541	0.775	0.687	0.548
2019-4-15 2:00	1265	0.547	0.509	0.531	0.573	0.54	0.775	0.686	0.548
2019-4-15 2:30	1266	0.547	0.509	0.532	0.573	0.541	0.776	0.688	0.548
2019-4-15 3:00	1267	0.547	0.51	0.533	0.573	0.541	0.775	0.687	0.548
2019-4-15 3:30	1268	0.548	0.51	0.532	0.573	0.541	0.774	0.686	0.548
2019-4-15 4:00	1269	0.548	0.51	0.532	0.573	0.541	0.775	0.686	0.548
2019-4-15 4:30	1270	0.548	0.509	0.533	0.573	0.541	0.775	0.686	0.548
2019-4-15 5:00	1271	0.547	0.509	0.532	0.573	0.539	0.774	0.687	0.548
2019-4-15 5:30	1272	0.548	0.509	0.531	0.573	0.538	0.774	0.686	0.548
2019-4-15 6:00	1273	0.548	0.509	0.529	0.573	0.538	0.774	0.686	0.548
2019-4-15 6:30	1274	0.549	0.509	0.528	0.572	0.539	0.773	0.685	0.548
2019-4-15 7:00	1275	0.549	0.509	0.529	0.573	0.539	0.773	0.684	0.548
2019-4-15 7:30	1276	0.549	0.509	0.53	0.573	0.538	0.775	0.686	0.549
2019-4-15 8:00	1277	0.548	0.51	0.532	0.574	0.539	0.776	0.689	0.549
2019-4-15 8:30	1278	0.547	0.51	0.534	0.575	0.54	0.776	0.689	0.548
2019-4-15 9:00	1279	0.545	0.509	0.535	0.576	0.54	0.777	0.692	0.548
2019-4-15 9:30	1280	0.543	0.507	0.536	0.576	0.539	0.779	0.694	0.548
2019-4-15 10:00	1281	0.542	0.503	0.535	0.576	0.539	0.778	0.695	0.548
2019-4-15 10:30	1282	0.542	0.499	0.532	0.576	0.535	0.778	0.691	0.547
2019-4-15 11:00	1283	0.539	0.493	0.528	0.576	0.536	0.779	0.695	0.547
2019-4-15 11:30	1284	0.538	0.485	0.52	0.575	0.534	0.776	0.693	0.547
2019-4-15 12:00	1285	0.537	0.479	0.514	0.574	0.533	0.779	0.694	0.546
2019-4-15 12:30	1286	0.537	0.476	0.51	0.573	0.535	0.779	0.693	0.546
2019-4-15 13:00	1287	0.536	0.471	0.508	0.574	0.535	0.782	0.697	0.546
2019-4-15 13:30	1288	0.535	0.465	0.503	0.572	0.534	0.783	0.698	0.546
2019-4-15 14:00	1289	0.536	0.459	0.5	0.57	0.533	0.786	0.699	0.546
2019-4-15 14:30	1290	0.538	0.456	0.497	0.57	0.531	0.784	0.695	0.545
2019-4-15 15:00	1291	0.538	0.454	0.493	0.57	0.532	0.786	0.7	0.547
2019-4-15 15:30	1292	0.539	0.453	0.491	0.571	0.532	0.78	0.7	0.548
2019-4-15 16:00	1293	0.541	0.461	0.491	0.571	0.534	0.772	0.69	0.548
2019-4-15 16:30	1294	0.543	0.47	0.493	0.574	0.538	0.775	0.691	0.55
2019-4-15 17:00	1295	0.544	0.479	0.499	0.576	0.54	0.778	0.694	0.551
2019-4-15 17:30	1296	0.544	0.489	0.504	0.577	0.542	0.78	0.692	0.551
2019-4-15 18:00	1297	0.543	0.496	0.509	0.579	0.544	0.782	0.695	0.551
2019-4-15 18:30	1298	0.544	0.5	0.513	0.579	0.544	0.781	0.694	0.551
2019-4-15 19:00	1299	0.544	0.503	0.517	0.579	0.544	0.781	0.693	0.55
2019-4-15 19:30	1300	0.544	0.506	0.521	0.579	0.543	0.781	0.694	0.55
2019-4-15 20:00	1301	0.544	0.509	0.524	0.579	0.544	0.781	0.694	0.549
2019-4-15 20:30	1302	0.545	0.51	0.525	0.578	0.543	0.779	0.69	0.549
2019-4-15 21:00	1303	0.545	0.511	0.525	0.578	0.543	0.779	0.692	0.549
2019-4-15 21:30	1304	0.545	0.512	0.527	0.578	0.543	0.779	0.692	0.549
2019-4-15 22:00	1305	0.545	0.513	0.528	0.577	0.542	0.779	0.693	0.549
2019-4-15 22:30	1306	0.545	0.513	0.529	0.577	0.542	0.779	0.692	0.55
2019-4-15 23:00	1307	0.546	0.514	0.53	0.577	0.543	0.779	0.69	0.55
2019-4-15 23:30	1308	0.545	0.514	0.533	0.577	0.543	0.778	0.691	0.549
2019-4-16 0:00	1309	0.545	0.514	0.534	0.577	0.543	0.778	0.691	0.549
2019-4-16 0:30	1310	0.545	0.514	0.535	0.577	0.543	0.777	0.691	0.549
2019-4-16 1:00	1311	0.545	0.514	0.535	0.577	0.542	0.776	0.69	0.549
2019-4-16 1:30	1312	0.545	0.514	0.536	0.577	0.542	0.777	0.689	0.549
2019-4-16 2:00	1313	0.545	0.514	0.536	0.577	0.542	0.775	0.69	0.549
2019-4-16 2:30	1314	0.546	0.515	0.537	0.577	0.542	0.776	0.69	0.549
2019-4-16 3:00	1315	0.546	0.515	0.537	0.577	0.542	0.777	0.69	0.549
2019-4-16 3:30	1316	0.546	0.515	0.537	0.577	0.542	0.777	0.691	0.549
2019-4-16 4:00	1317	0.546	0.515	0.537	0.577	0.542	0.775	0.69	0.549
2019-4-16 4:30	1318	0.547	0.515	0.537	0.577	0.542	0.775	0.688	0.549
2019-4-16 5:00	1319	0.548	0.515	0.535	0.576	0.542	0.774	0.687	0.55
2019-4-16 5:30	1320	0.55	0.516	0.533	0.575	0.542	0.773	0.685	0.551
2019-4-16 6:00	1321	0.551	0.516	0.532	0.574	0.542	0.772	0.685	0.552
2019-4-16 6:30	1322	0.551	0.516	0.532	0.574	0.543	0.773	0.684	0.553
2019-4-16 7:00	1323	0.552	0.516	0.532	0.574	0.543	0.774	0.685	0.553
2019-4-16 7:30	1324	0.552	0.516	0.533	0.575	0.543	0.774	0.685	0.554
2019-4-16 8:00	1325	0.551	0.516	0.534	0.576	0.543	0.775	0.686	0.553
2019-4-16 8:30	1326	0.549	0.515	0.536	0.577	0.542	0.776	0.689	0.552
2019-4-16 9:00	1327	0.546	0.515	0.539	0.578	0.543	0.778	0.694	0.551
2019-4-16 9:30	1328	0.544	0.514	0.541	0.58	0.543	0.78	0.698	0.551
2019-4-16 10:00	1329	0.544	0.512	0.543	0.582	0.544	0.784	0.703	0.552
2019-4-16 10:30	1330	0.543	0.509	0.543	0.582	0.543	0.785	0.704	0.551
2019-4-16 11:00	1331	0.541	0.506	0.541	0.582	0.542	0.784	0.701	0.55
2019-4-16 11:30	1332	0.542	0.503	0.538	0.582	0.54	0.783	0.697	0.549
2019-4-16 12:00	1333	0.542	0.503	0.538	0.583	0.541	0.785	0.701	0.55
2019-4-16 12:30	1334	0.542	0.502	0.535	0.582	0.54	0.778	0.695	0.549
2019-4-16 13:00	1335	0.542	0.503	0.535	0.583	0.54	0.782	0.701	0.549
2019-4-16 13:30	1336	0.54	0.506	0.536	0.582	0.542	0.781	0.699	0.549
2019-4-16 14:00	1337	0.537	0.506	0.536	0.581	0.541	0.781	0.697	0.547
2019-4-16 14:30	1338	0.534	0.501	0.533	0.579	0.537	0.775	0.689	0.545
2019-4-16 15:00	1339	0.534	0.495	0.528	0.578	0.535	0.774	0.693	0.545
2019-4-16 15:30	1340	0.532	0.492	0.524	0.578	0.536	0.774	0.691	0.545
2019-4-16 16:00	1341	0.532	0.49	0.522	0.577	0.534	0.767	0.689	0.544
2019-4-16 16:30	1342	0.534	0.493	0.521	0.578	0.536	0.773	0.69	0.545
2019-4-16 17:00	1343	0.536	0.495	0.521	0.577	0.536	0.769	0.689	0.545
2019-4-16 17:30	1344	0.538	0.5	0.524	0.579	0.541	0.78	0.693	0.547
2019-4-16 18:00	1345	0.537	0.503	0.526	0.579	0.543	0.78	0.694	0.547
2019-4-16 18:30	1346	0.537	0.506	0.528	0.579	0.543	0.778	0.691	0.546
2019-4-16 19:00	1347	0.538	0.509	0.53	0.579	0.542	0.777	0.692	0.546
2019-4-16 19:30	1348	0.538	0.511	0.532	0.579	0.542	0.775	0.689	0.546
2019-4-16 20:00	1349	0.538	0.513	0.533	0.579	0.542	0.777	0.691	0.546
2019-4-16 20:30	1350	0.539	0.514	0.535	0.579	0.543	0.777	0.692	0.547
2019-4-16 21:00	1351	0.539	0.513	0.533	0.577	0.541	0.773	0.686	0.546
2019-4-16 21:30	1352	0.539	0.514	0.532	0.576	0.542	0.775	0.689	0.546
2019-4-16 22:00	1353	0.54	0.514	0.533	0.572	0.542	0.775	0.688	0.546
2019-4-16 22:30	1354	0.54	0.514	0.533	0.57	0.542	0.774	0.69	0.546
2019-4-16 23:00	1355	0.539	0.514	0.533	0.57	0.542	0.775	0.69	0.546
2019-4-16 23:30	1356	0.539	0.514	0.533	0.571	0.542	0.774	0.689	0.546
2019-4-17 0:00	1357	0.539	0.514	0.533	0.57	0.541	0.772	0.688	0.545
2019-4-17 0:30	1358	0.54	0.514	0.535	0.569	0.541	0.773	0.69	0.546
2019-4-17 1:00	1359	0.539	0.514	0.535	0.568	0.54	0.773	0.689	0.545
2019-4-17 1:30	1360	0.539	0.514	0.534	0.569	0.541	0.774	0.69	0.546
2019-4-17 2:00	1361	0.539	0.514	0.534	0.57	0.542	0.775	0.691	0.546
2019-4-17 2:30	1362	0.539	0.515	0.534	0.57	0.542	0.775	0.692	0.547
2019-4-17 3:00	1363	0.54	0.514	0.535	0.571	0.542	0.774	0.691	0.546
2019-4-17 3:30	1364	0.54	0.514	0.534	0.57	0.541	0.772	0.689	0.546
2019-4-17 4:00	1365	0.54	0.514	0.534	0.57	0.542	0.773	0.69	0.546
2019-4-17 4:30	1366	0.54	0.513	0.535	0.571	0.541	0.774	0.69	0.546
2019-4-17 5:00	1367	0.54	0.513	0.535	0.571	0.542	0.774	0.691	0.546
2019-4-17 5:30	1368	0.54	0.512	0.534	0.568	0.541	0.773	0.689	0.546
2019-4-17 6:00	1369	0.54	0.51	0.534	0.567	0.541	0.773	0.69	0.546
2019-4-17 6:30	1370	0.539	0.509	0.534	0.567	0.541	0.774	0.691	0.546
2019-4-17 7:00	1371	0.54	0.508	0.535	0.566	0.54	0.773	0.692	0.546
2019-4-17 7:30	1372	0.535	0.508	0.535	0.566	0.54	0.774	0.693	0.546
2019-4-17 8:00	1373	0.528	0.507	0.535	0.565	0.54	0.774	0.692	0.545
2019-4-17 8:30	1374	0.525	0.506	0.535	0.566	0.54	0.776	0.695	0.545
2019-4-17 9:00	1375	0.526	0.505	0.536	0.567	0.54	0.776	0.694	0.545
2019-4-17 9:30	1376	0.526	0.505	0.536	0.566	0.538	0.775	0.691	0.544
2019-4-17 10:00	1377	0.525	0.503	0.533	0.564	0.536	0.772	0.689	0.542
2019-4-17 10:30	1378	0.525	0.502	0.533	0.565	0.535	0.773	0.691	0.542
2019-4-17 11:00	1379	0.524	0.502	0.532	0.565	0.534	0.769	0.684	0.541
2019-4-17 11:30	1380	0.524	0.502	0.532	0.564	0.533	0.769	0.685	0.54
2019-4-17 12:00	1381	0.522	0.501	0.532	0.564	0.532	0.764	0.682	0.539
2019-4-17 12:30	1382	0.522	0.502	0.533	0.565	0.532	0.767	0.683	0.539
2019-4-17 13:00	1383	0.521	0.502	0.533	0.565	0.532	0.769	0.686	0.539
2019-4-17 13:30	1384	0.522	0.502	0.533	0.566	0.533	0.768	0.687	0.539
2019-4-17 14:00	1385	0.522	0.503	0.532	0.567	0.534	0.767	0.684	0.539
2019-4-17 14:30	1386	0.521	0.503	0.532	0.566	0.533	0.766	0.684	0.539
2019-4-17 15:00	1387	0.524	0.505	0.532	0.568	0.535	0.766	0.684	0.54
2019-4-17 15:30	1388	0.524	0.505	0.532	0.568	0.535	0.769	0.684	0.54
2019-4-17 16:00	1389	0.524	0.503	0.531	0.569	0.536	0.773	0.687	0.541
2019-4-17 16:30	1390	0.526	0.505	0.532	0.569	0.537	0.775	0.689	0.542
2019-4-17 17:00	1391	0.525	0.506	0.532	0.569	0.537	0.77	0.686	0.542
2019-4-17 17:30	1392	0.526	0.506	0.532	0.569	0.538	0.772	0.689	0.542
2019-4-17 18:00	1393	0.527	0.503	0.53	0.569	0.538	0.774	0.69	0.543
2019-4-17 18:30	1394	0.528	0.504	0.529	0.57	0.538	0.774	0.689	0.544
2019-4-17 19:00	1395	0.529	0.504	0.528	0.57	0.539	0.776	0.692	0.545
2019-4-17 19:30	1396	0.53	0.504	0.529	0.572	0.541	0.777	0.694	0.546
2019-4-17 20:00	1397	0.531	0.505	0.529	0.572	0.542	0.776	0.696	0.547
2019-4-17 20:30	1398	0.532	0.507	0.531	0.572	0.543	0.776	0.696	0.547
2019-4-17 21:00	1399	0.532	0.508	0.532	0.573	0.542	0.775	0.696	0.547
2019-4-17 21:30	1400	0.532	0.509	0.534	0.573	0.542	0.775	0.695	0.548
2019-4-17 22:00	1401	0.532	0.51	0.534	0.573	0.542	0.775	0.696	0.548
2019-4-17 22:30	1402	0.532	0.51	0.535	0.574	0.542	0.774	0.693	0.547
2019-4-17 23:00	1403	0.532	0.51	0.536	0.574	0.542	0.774	0.694	0.548
2019-4-17 23:30	1404	0.532	0.511	0.535	0.573	0.541	0.774	0.694	0.548
2019-4-18 0:00	1405	0.533	0.511	0.535	0.573	0.541	0.774	0.693	0.548
2019-4-18 0:30	1406	0.533	0.511	0.535	0.573	0.541	0.774	0.694	0.548
2019-4-18 1:00	1407	0.533	0.511	0.535	0.573	0.541	0.774	0.692	0.548
2019-4-18 1:30	1408	0.533	0.511	0.535	0.573	0.541	0.774	0.693	0.549
2019-4-18 2:00	1409	0.533	0.511	0.535	0.573	0.541	0.773	0.692	0.549
2019-4-18 2:30	1410	0.533	0.511	0.535	0.573	0.541	0.773	0.691	0.549
2019-4-18 3:00	1411	0.533	0.511	0.535	0.573	0.541	0.773	0.691	0.549
2019-4-18 3:30	1412	0.533	0.511	0.536	0.573	0.541	0.773	0.692	0.548
2019-4-18 4:00	1413	0.533	0.511	0.536	0.572	0.541	0.773	0.693	0.549
2019-4-18 4:30	1414	0.533	0.511	0.536	0.573	0.541	0.773	0.693	0.549
2019-4-18 5:00	1415	0.533	0.511	0.536	0.573	0.541	0.772	0.692	0.548
2019-4-18 5:30	1416	0.532	0.511	0.536	0.573	0.541	0.773	0.692	0.548
2019-4-18 6:00	1417	0.532	0.511	0.536	0.573	0.541	0.773	0.693	0.548
2019-4-18 6:30	1418	0.532	0.511	0.536	0.573	0.541	0.772	0.693	0.548
2019-4-18 7:00	1419	0.533	0.51	0.537	0.573	0.54	0.772	0.692	0.548
2019-4-18 7:30	1420	0.533	0.51	0.537	0.572	0.54	0.772	0.693	0.547
2019-4-18 8:00	1421	0.533	0.51	0.537	0.572	0.54	0.773	0.695	0.547
2019-4-18 8:30	1422	0.532	0.51	0.538	0.572	0.54	0.773	0.694	0.547
2019-4-18 9:00	1423	0.532	0.51	0.538	0.572	0.54	0.774	0.696	0.547
2019-4-18 9:30	1424	0.531	0.51	0.539	0.573	0.54	0.775	0.697	0.546
2019-4-18 10:00	1425	0.531	0.51	0.54	0.573	0.54	0.776	0.698	0.546
2019-4-18 10:30	1426	0.53	0.509	0.54	0.573	0.539	0.778	0.699	0.546
2019-4-18 11:00	1427	0.53	0.509	0.54	0.572	0.539	0.778	0.699	0.545
2019-4-18 11:30	1428	0.529	0.509	0.54	0.572	0.539	0.779	0.7	0.545
2019-4-18 12:00	1429	0.529	0.508	0.539	0.572	0.538	0.778	0.699	0.545
2019-4-18 12:30	1430	0.53	0.507	0.539	0.572	0.539	0.778	0.699	0.544
2019-4-18 13:00	1431	0.529	0.505	0.539	0.572	0.539	0.779	0.699	0.544
2019-4-18 13:30	1432	0.528	0.504	0.538	0.572	0.539	0.778	0.698	0.545
2019-4-18 14:00	1433	0.528	0.502	0.537	0.573	0.539	0.778	0.698	0.545
2019-4-18 14:30	1434	0.528	0.498	0.532	0.572	0.539	0.777	0.696	0.545
2019-4-18 15:00	1435	0.528	0.496	0.53	0.572	0.541	0.777	0.697	0.546
2019-4-18 15:30	1436	0.529	0.495	0.528	0.572	0.541	0.777	0.696	0.547
2019-4-18 16:00	1437	0.528	0.497	0.527	0.572	0.541	0.775	0.693	0.547
2019-4-18 16:30	1438	0.53	0.503	0.531	0.573	0.541	0.771	0.695	0.546
2019-4-18 17:00	1439	0.529	0.507	0.533	0.572	0.541	0.775	0.694	0.546
2019-4-18 17:30	1440	0.53	0.509	0.534	0.573	0.541	0.773	0.694	0.546
2019-4-18 18:00	1441	0.53	0.51	0.535	0.572	0.54	0.773	0.692	0.546
2019-4-18 18:30	1442	0.53	0.51	0.535	0.572	0.54	0.774	0.693	0.546
2019-4-18 19:00	1443	0.531	0.511	0.535	0.567	0.54	0.772	0.692	0.546
2019-4-18 19:30	1444	0.531	0.511	0.535	0.563	0.54	0.773	0.692	0.546
2019-4-18 20:00	1445	0.532	0.511	0.535	0.565	0.54	0.772	0.692	0.546
2019-4-18 20:30	1446	0.533	0.511	0.535	0.567	0.54	0.772	0.692	0.547
2019-4-18 21:00	1447	0.533	0.511	0.535	0.568	0.54	0.772	0.693	0.547
2019-4-18 21:30	1448	0.532	0.511	0.535	0.568	0.54	0.772	0.692	0.547
2019-4-18 22:00	1449	0.533	0.51	0.535	0.569	0.539	0.772	0.693	0.547
2019-4-18 22:30	1450	0.533	0.51	0.536	0.569	0.539	0.772	0.692	0.547
2019-4-18 23:00	1451	0.533	0.51	0.535	0.569	0.539	0.771	0.692	0.547
2019-4-18 23:30	1452	0.532	0.51	0.536	0.569	0.539	0.771	0.692	0.547
2019-4-19 0:00	1453	0.532	0.51	0.536	0.569	0.539	0.771	0.693	0.547
2019-4-19 0:30	1454	0.531	0.51	0.535	0.569	0.539	0.771	0.693	0.547
2019-4-19 1:00	1455	0.531	0.51	0.535	0.569	0.539	0.771	0.693	0.547
2019-4-19 1:30	1456	0.53	0.51	0.534	0.568	0.539	0.771	0.692	0.547
2019-4-19 2:00	1457	0.531	0.51	0.535	0.569	0.538	0.77	0.691	0.546
2019-4-19 2:30	1458	0.53	0.51	0.535	0.568	0.538	0.77	0.69	0.546
2019-4-19 3:00	1459	0.53	0.509	0.534	0.568	0.538	0.769	0.69	0.546
2019-4-19 3:30	1460	0.53	0.509	0.534	0.567	0.538	0.769	0.689	0.546
2019-4-19 4:00	1461	0.53	0.509	0.534	0.568	0.537	0.768	0.69	0.546
2019-4-19 4:30	1462	0.53	0.508	0.535	0.568	0.536	0.766	0.69	0.546
2019-4-19 5:00	1463	0.531	0.509	0.535	0.569	0.537	0.769	0.691	0.546
2019-4-19 5:30	1464	0.53	0.509	0.535	0.569	0.537	0.768	0.691	0.546
2019-4-19 6:00	1465	0.531	0.508	0.535	0.567	0.537	0.767	0.691	0.546
2019-4-19 6:30	1466	0.53	0.508	0.534	0.565	0.537	0.768	0.691	0.546
2019-4-19 7:00	1467	0.529	0.508	0.533	0.563	0.536	0.765	0.689	0.546
2019-4-19 7:30	1468	0.53	0.507	0.534	0.565	0.536	0.764	0.689	0.545
2019-4-19 8:00	1469	0.53	0.507	0.535	0.566	0.538	0.767	0.69	0.545
2019-4-19 8:30	1470	0.53	0.507	0.535	0.566	0.537	0.767	0.69	0.545
2019-4-19 9:00	1471	0.529	0.507	0.534	0.566	0.537	0.767	0.69	0.545
2019-4-19 9:30	1472	0.529	0.506	0.535	0.567	0.537	0.763	0.688	0.544
2019-4-19 10:00	1473	0.529	0.506	0.535	0.567	0.537	0.767	0.69	0.544
2019-4-19 10:30	1474	0.529	0.506	0.535	0.566	0.537	0.768	0.691	0.544
2019-4-19 11:00	1475	0.529	0.505	0.535	0.566	0.535	0.765	0.688	0.544
2019-4-19 11:30	1476	0.529	0.506	0.535	0.567	0.536	0.767	0.688	0.544
2019-4-19 12:00	1477	0.529	0.507	0.535	0.567	0.538	0.769	0.69	0.545
2019-4-19 12:30	1478	0.529	0.507	0.535	0.568	0.537	0.768	0.691	0.545
2019-4-19 13:00	1479	0.529	0.508	0.535	0.568	0.537	0.77	0.691	0.545
2019-4-19 13:30	1480	0.529	0.508	0.535	0.568	0.538	0.772	0.692	0.545
2019-4-19 14:00	1481	0.528	0.509	0.535	0.568	0.537	0.773	0.693	0.545
2019-4-19 14:30	1482	0.528	0.508	0.535	0.569	0.538	0.771	0.692	0.545
2019-4-19 15:00	1483	0.529	0.507	0.536	0.569	0.539	0.77	0.692	0.546
2019-4-19 15:30	1484	0.528	0.507	0.535	0.568	0.537	0.769	0.69	0.546
2019-4-19 16:00	1485	0.529	0.506	0.534	0.568	0.537	0.767	0.688	0.546
2019-4-19 16:30	1486	0.529	0.504	0.534	0.569	0.538	0.767	0.69	0.546
2019-4-19 17:00	1487	0.53	0.503	0.533	0.568	0.536	0.76	0.685	0.546
2019-4-19 17:30	1488	0.53	0.505	0.532	0.568	0.537	0.763	0.687	0.547
2019-4-19 18:00	1489	0.531	0.507	0.532	0.569	0.538	0.768	0.689	0.547
2019-4-19 18:30	1490	0.531	0.507	0.533	0.569	0.538	0.767	0.689	0.547
2019-4-19 19:00	1491	0.531	0.508	0.532	0.569	0.539	0.763	0.685	0.547
2019-4-19 19:30	1492	0.532	0.508	0.532	0.569	0.539	0.765	0.687	0.547
2019-4-19 20:00	1493	0.532	0.508	0.532	0.569	0.539	0.761	0.686	0.547
2019-4-19 20:30	1494	0.532	0.508	0.532	0.568	0.54	0.765	0.687	0.548
2019-4-19 21:00	1495	0.533	0.508	0.53	0.568	0.539	0.761	0.684	0.548
2019-4-19 21:30	1496	0.533	0.507	0.53	0.569	0.539	0.763	0.685	0.548
2019-4-19 22:00	1497	0.533	0.507	0.529	0.568	0.539	0.76	0.682	0.548
2019-4-19 22:30	1498	0.534	0.508	0.529	0.568	0.54	0.762	0.684	0.549
2019-4-19 23:00	1499	0.534	0.508	0.53	0.569	0.54	0.762	0.685	0.549
2019-4-19 23:30	1500	0.535	0.507	0.53	0.569	0.539	0.762	0.685	0.549
2019-4-20 0:00	1501	0.535	0.506	0.53	0.57	0.54	0.763	0.685	0.549
2019-4-20 0:30	1502	0.535	0.506	0.53	0.57	0.541	0.764	0.684	0.55
2019-4-20 1:00	1503	0.536	0.505	0.53	0.571	0.541	0.765	0.685	0.55
2019-4-20 1:30	1504	0.536	0.505	0.53	0.571	0.541	0.765	0.685	0.55
2019-4-20 2:00	1505	0.536	0.505	0.531	0.572	0.541	0.767	0.687	0.55
