TOA5	CR1000 BC WEST	CR1000	86623	CR1000.Std.31.03	CPU:Sapflow_SERC.CR1	8974	Table1		
TIMESTAMP	RECORD	DiffVolt_Avg(1)	DiffVolt_Avg(2)	DiffVolt_Avg(3)	DiffVolt_Avg(4)	DiffVolt_Avg(5)	DiffVolt_Avg(6)	DiffVolt_Avg(7)	DiffVolt_Avg(8)
TS	RN	mV	mV	mV	mV	mV	mV	mV	mV
		Avg	Avg	Avg	Avg	Avg	Avg	Avg	Avg
2019-4-26 7:30	1804	0.538	0.529	0.546	0.575	0.532	0.753	0.682	0.55
2019-4-26 8:00	1805	0.538	0.528	0.547	0.575	0.533	0.756	0.683	0.55
2019-4-26 8:30	1806	0.538	0.528	0.547	0.576	0.533	0.757	0.684	0.55
2019-4-26 9:00	1807	0.538	0.527	0.547	0.577	0.534	0.758	0.686	0.55
2019-4-26 9:30	1808	0.538	0.524	0.545	0.577	0.532	0.756	0.683	0.55
2019-4-26 10:00	1809	0.537	0.52	0.544	0.577	0.532	0.758	0.684	0.55
2019-4-26 10:30	1810	0.537	0.516	0.542	0.577	0.531	0.756	0.684	0.55
2019-4-26 11:00	1811	0.535	0.51	0.537	0.576	0.529	0.752	0.677	0.549
2019-4-26 11:30	1812	0.533	0.504	0.533	0.576	0.528	0.752	0.678	0.549
2019-4-26 12:00	1813	0.534	0.501	0.527	0.575	0.528	0.754	0.68	0.549
2019-4-26 12:30	1814	0.532	0.498	0.523	0.574	0.527	0.751	0.681	0.549
2019-4-26 13:00	1815	0.529	0.494	0.519	0.573	0.525	0.751	0.68	0.549
2019-4-26 13:30	1816	0.529	0.49	0.513	0.572	0.522	0.747	0.675	0.548
2019-4-26 14:00	1817	0.53	0.486	0.509	0.571	0.523	0.75	0.678	0.548
2019-4-26 14:30	1818	0.531	0.486	0.504	0.571	0.523	0.749	0.677	0.548
2019-4-26 15:00	1819	0.531	0.485	0.503	0.57	0.523	0.752	0.677	0.548
2019-4-26 15:30	1820	0.53	0.482	0.501	0.57	0.523	0.749	0.677	0.548
2019-4-26 16:00	1821	0.532	0.484	0.499	0.57	0.523	0.75	0.676	0.548
2019-4-26 16:30	1822	0.533	0.486	0.499	0.57	0.523	0.749	0.676	0.548
2019-4-26 17:00	1823	0.534	0.488	0.498	0.572	0.524	0.751	0.678	0.549
2019-4-26 17:30	1824	0.535	0.492	0.5	0.573	0.526	0.751	0.678	0.549
2019-4-26 18:00	1825	0.535	0.496	0.503	0.573	0.527	0.752	0.679	0.55
2019-4-26 18:30	1826	0.535	0.499	0.506	0.574	0.527	0.749	0.678	0.55
2019-4-26 19:00	1827	0.536	0.501	0.507	0.574	0.527	0.747	0.675	0.549
2019-4-26 19:30	1828	0.537	0.503	0.509	0.574	0.529	0.75	0.679	0.55
2019-4-26 20:00	1829	0.538	0.506	0.512	0.575	0.53	0.752	0.68	0.55
2019-4-26 20:30	1830	0.539	0.51	0.515	0.575	0.532	0.757	0.681	0.551
2019-4-26 21:00	1831	0.539	0.513	0.519	0.576	0.533	0.757	0.682	0.552
2019-4-26 21:30	1832	0.539	0.516	0.523	0.576	0.534	0.759	0.685	0.552
2019-4-26 22:00	1833	0.538	0.518	0.526	0.577	0.533	0.755	0.682	0.551
2019-4-26 22:30	1834	0.538	0.52	0.528	0.576	0.532	0.754	0.682	0.551
2019-4-26 23:00	1835	0.538	0.522	0.531	0.577	0.533	0.757	0.682	0.551
2019-4-26 23:30	1836	0.538	0.524	0.533	0.578	0.533	0.759	0.683	0.551
2019-4-27 0:00	1837	0.539	0.525	0.535	0.578	0.533	0.753	0.681	0.55
2019-4-27 0:30	1838	0.538	0.526	0.537	0.575	0.533	0.756	0.681	0.55
2019-4-27 1:00	1839	0.538	0.527	0.538	0.575	0.533	0.754	0.682	0.55
2019-4-27 1:30	1840	0.538	0.528	0.54	0.576	0.532	0.755	0.682	0.55
2019-4-27 2:00	1841	0.539	0.528	0.541	0.576	0.534	0.758	0.683	0.551
2019-4-27 2:30	1842	0.539	0.529	0.541	0.576	0.533	0.757	0.682	0.551
2019-4-27 3:00	1843	0.539	0.528	0.54	0.575	0.532	0.75	0.678	0.55
2019-4-27 3:30	1844	0.54	0.53	0.541	0.575	0.534	0.758	0.68	0.552
2019-4-27 4:00	1845	0.54	0.529	0.542	0.574	0.533	0.752	0.678	0.551
2019-4-27 4:30	1846	0.54	0.53	0.543	0.573	0.533	0.753	0.681	0.551
2019-4-27 5:00	1847	0.54	0.53	0.543	0.572	0.534	0.75	0.678	0.552
2019-4-27 5:30	1848	0.541	0.53	0.542	0.571	0.533	0.75	0.675	0.552
2019-4-27 6:00	1849	0.542	0.529	0.542	0.571	0.532	0.752	0.677	0.552
2019-4-27 6:30	1850	0.542	0.53	0.542	0.571	0.533	0.754	0.678	0.553
2019-4-27 7:00	1851	0.542	0.53	0.542	0.571	0.533	0.754	0.678	0.553
2019-4-27 7:30	1852	0.541	0.529	0.542	0.571	0.531	0.75	0.677	0.552
2019-4-27 8:00	1853	0.54	0.527	0.544	0.573	0.531	0.752	0.682	0.552
2019-4-27 8:30	1854	0.54	0.524	0.543	0.574	0.53	0.75	0.68	0.552
2019-4-27 9:00	1855	0.539	0.52	0.541	0.573	0.53	0.747	0.679	0.552
2019-4-27 9:30	1856	0.538	0.517	0.54	0.573	0.529	0.749	0.679	0.552
2019-4-27 10:00	1857	0.538	0.512	0.537	0.573	0.528	0.741	0.676	0.551
2019-4-27 10:30	1858	0.536	0.509	0.535	0.573	0.527	0.746	0.678	0.55
2019-4-27 11:00	1859	0.534	0.504	0.531	0.572	0.525	0.741	0.674	0.55
2019-4-27 11:30	1860	0.535	0.5	0.523	0.572	0.525	0.744	0.675	0.55
2019-4-27 12:00	1861	0.529	0.498	0.519	0.57	0.523	0.74	0.675	0.549
2019-4-27 12:30	1862	0.525	0.494	0.516	0.569	0.523	0.74	0.671	0.548
2019-4-27 13:00	1863	0.525	0.491	0.511	0.568	0.521	0.735	0.67	0.548
2019-4-27 13:30	1864	0.524	0.487	0.505	0.567	0.521	0.737	0.671	0.547
2019-4-27 14:00	1865	0.525	0.486	0.501	0.566	0.521	0.737	0.672	0.547
2019-4-27 14:30	1866	0.527	0.485	0.498	0.565	0.521	0.739	0.671	0.547
2019-4-27 15:00	1867	0.529	0.484	0.497	0.565	0.52	0.74	0.672	0.547
2019-4-27 15:30	1868	0.53	0.483	0.495	0.565	0.522	0.739	0.671	0.547
2019-4-27 16:00	1869	0.532	0.484	0.495	0.566	0.523	0.74	0.671	0.548
2019-4-27 16:30	1870	0.533	0.485	0.496	0.567	0.522	0.739	0.672	0.548
2019-4-27 17:00	1871	0.533	0.486	0.497	0.567	0.521	0.74	0.672	0.548
2019-4-27 17:30	1872	0.534	0.488	0.498	0.567	0.521	0.741	0.673	0.548
2019-4-27 18:00	1873	0.535	0.491	0.498	0.568	0.521	0.745	0.673	0.549
2019-4-27 18:30	1874	0.536	0.493	0.5	0.569	0.523	0.744	0.674	0.55
2019-4-27 19:00	1875	0.537	0.497	0.502	0.57	0.525	0.744	0.676	0.55
2019-4-27 19:30	1876	0.537	0.499	0.506	0.57	0.524	0.743	0.673	0.55
2019-4-27 20:00	1877	0.537	0.503	0.509	0.571	0.526	0.748	0.672	0.55
2019-4-27 20:30	1878	0.538	0.507	0.512	0.572	0.527	0.75	0.677	0.551
2019-4-27 21:00	1879	0.539	0.511	0.516	0.573	0.53	0.751	0.678	0.552
2019-4-27 21:30	1880	0.539	0.515	0.519	0.573	0.531	0.754	0.68	0.552
2019-4-27 22:00	1881	0.539	0.518	0.523	0.573	0.531	0.756	0.679	0.552
2019-4-27 22:30	1882	0.539	0.521	0.526	0.574	0.533	0.758	0.682	0.552
2019-4-27 23:00	1883	0.54	0.524	0.529	0.574	0.534	0.76	0.682	0.553
2019-4-27 23:30	1884	0.541	0.526	0.532	0.575	0.534	0.761	0.681	0.554
2019-4-28 0:00	1885	0.544	0.528	0.532	0.574	0.534	0.761	0.68	0.555
2019-4-28 0:30	1886	0.546	0.528	0.531	0.573	0.535	0.759	0.674	0.556
2019-4-28 1:00	1887	0.547	0.53	0.531	0.572	0.535	0.757	0.673	0.557
2019-4-28 1:30	1888	0.548	0.531	0.531	0.572	0.536	0.757	0.675	0.558
2019-4-28 2:00	1889	0.547	0.532	0.533	0.572	0.536	0.761	0.676	0.558
2019-4-28 2:30	1890	0.548	0.532	0.534	0.572	0.536	0.76	0.676	0.559
2019-4-28 3:00	1891	0.547	0.533	0.537	0.572	0.536	0.76	0.677	0.558
2019-4-28 3:30	1892	0.55	0.533	0.536	0.571	0.536	0.759	0.677	0.559
2019-4-28 4:00	1893	0.55	0.534	0.538	0.571	0.536	0.759	0.675	0.559
2019-4-28 4:30	1894	0.55	0.534	0.538	0.57	0.537	0.759	0.676	0.561
2019-4-28 5:00	1895	0.551	0.534	0.539	0.57	0.537	0.758	0.677	0.561
2019-4-28 5:30	1896	0.551	0.535	0.539	0.57	0.537	0.759	0.676	0.561
2019-4-28 6:00	1897	0.551	0.535	0.54	0.569	0.537	0.76	0.676	0.561
2019-4-28 6:30	1898	0.553	0.535	0.54	0.569	0.536	0.758	0.675	0.562
2019-4-28 7:00	1899	0.552	0.535	0.541	0.569	0.536	0.759	0.677	0.562
2019-4-28 7:30	1900	0.551	0.535	0.543	0.571	0.537	0.761	0.679	0.562
2019-4-28 8:00	1901	0.548	0.535	0.546	0.573	0.536	0.762	0.682	0.561
2019-4-28 8:30	1902	0.545	0.534	0.55	0.575	0.535	0.762	0.685	0.559
2019-4-28 9:00	1903	0.542	0.533	0.554	0.577	0.536	0.764	0.69	0.558
2019-4-28 9:30	1904	0.539	0.531	0.555	0.579	0.535	0.768	0.696	0.558
2019-4-28 10:00	1905	0.539	0.528	0.557	0.58	0.532	0.773	0.698	0.557
2019-4-28 10:30	1906	0.538	0.523	0.555	0.579	0.529	0.775	0.699	0.555
2019-4-28 11:00	1907	0.535	0.517	0.551	0.578	0.525	0.769	0.689	0.552
2019-4-28 11:30	1908	0.531	0.51	0.547	0.577	0.525	0.767	0.677	0.548
2019-4-28 12:00	1909	0.527	0.503	0.538	0.576	0.523	0.765	0.684	0.548
2019-4-28 12:30	1910	0.524	0.495	0.528	0.573	0.521	0.763	0.686	0.547
2019-4-28 13:00	1911	0.521	0.491	0.524	0.572	0.522	0.756	0.684	0.547
2019-4-28 13:30	1912	0.519	0.488	0.52	0.57	0.52	0.744	0.678	0.546
2019-4-28 14:00	1913	0.515	0.489	0.516	0.57	0.521	0.753	0.684	0.547
2019-4-28 14:30	1914	0.518	0.488	0.513	0.568	0.52	0.752	0.677	0.546
2019-4-28 15:00	1915	0.521	0.486	0.509	0.567	0.518	0.749	0.678	0.546
2019-4-28 15:30	1916	0.523	0.485	0.505	0.567	0.519	0.751	0.676	0.546
2019-4-28 16:00	1917	0.523	0.483	0.503	0.568	0.519	0.752	0.677	0.546
2019-4-28 16:30	1918	0.525	0.484	0.503	0.569	0.519	0.754	0.678	0.547
2019-4-28 17:00	1919	0.525	0.487	0.506	0.57	0.52	0.752	0.678	0.547
2019-4-28 17:30	1920	0.527	0.488	0.508	0.57	0.52	0.755	0.681	0.548
2019-4-28 18:00	1921	0.529	0.489	0.506	0.571	0.519	0.754	0.681	0.548
2019-4-28 18:30	1922	0.53	0.49	0.506	0.572	0.52	0.752	0.681	0.548
2019-4-28 19:00	1923	0.531	0.493	0.507	0.573	0.521	0.758	0.682	0.549
2019-4-28 19:30	1924	0.532	0.497	0.509	0.573	0.523	0.757	0.683	0.55
2019-4-28 20:00	1925	0.533	0.504	0.512	0.575	0.526	0.764	0.684	0.55
2019-4-28 20:30	1926	0.536	0.509	0.516	0.575	0.528	0.763	0.686	0.552
2019-4-28 21:00	1927	0.537	0.513	0.518	0.576	0.529	0.763	0.683	0.551
2019-4-28 21:30	1928	0.538	0.518	0.52	0.576	0.531	0.763	0.681	0.552
2019-4-28 22:00	1929	0.539	0.521	0.522	0.576	0.532	0.763	0.679	0.552
2019-4-28 22:30	1930	0.541	0.524	0.523	0.575	0.532	0.761	0.678	0.553
2019-4-28 23:00	1931	0.543	0.526	0.525	0.573	0.533	0.758	0.678	0.554
2019-4-28 23:30	1932	0.544	0.527	0.527	0.573	0.533	0.76	0.678	0.554
2019-4-29 0:00	1933	0.545	0.529	0.527	0.573	0.534	0.759	0.676	0.555
2019-4-29 0:30	1934	0.546	0.531	0.529	0.573	0.534	0.762	0.677	0.556
2019-4-29 1:00	1935	0.547	0.532	0.531	0.573	0.534	0.759	0.676	0.556
2019-4-29 1:30	1936	0.548	0.532	0.533	0.572	0.535	0.756	0.674	0.558
2019-4-29 2:00	1937	0.549	0.532	0.534	0.572	0.536	0.758	0.674	0.558
2019-4-29 2:30	1938	0.549	0.533	0.536	0.573	0.536	0.756	0.673	0.559
2019-4-29 3:00	1939	0.548	0.534	0.537	0.573	0.537	0.762	0.673	0.56
2019-4-29 3:30	1940	0.548	0.534	0.538	0.573	0.537	0.761	0.675	0.561
2019-4-29 4:00	1941	0.548	0.535	0.54	0.574	0.537	0.76	0.679	0.56
2019-4-29 4:30	1942	0.55	0.535	0.541	0.573	0.537	0.76	0.675	0.561
2019-4-29 5:00	1943	0.55	0.536	0.542	0.574	0.537	0.761	0.677	0.562
2019-4-29 5:30	1944	0.551	0.536	0.542	0.574	0.538	0.76	0.674	0.563
2019-4-29 6:00	1945	0.549	0.536	0.543	0.574	0.538	0.762	0.678	0.563
2019-4-29 6:30	1946	0.55	0.536	0.545	0.574	0.537	0.76	0.676	0.563
2019-4-29 7:00	1947	0.549	0.536	0.546	0.574	0.537	0.76	0.677	0.563
2019-4-29 7:30	1948	0.547	0.536	0.547	0.575	0.537	0.761	0.679	0.563
2019-4-29 8:00	1949	0.545	0.533	0.548	0.576	0.536	0.762	0.679	0.561
2019-4-29 8:30	1950	0.54	0.529	0.552	0.578	0.534	0.765	0.688	0.558
2019-4-29 9:00	1951	0.537	0.525	0.555	0.58	0.532	0.768	0.695	0.557
2019-4-29 9:30	1952	0.535	0.521	0.556	0.581	0.53	0.768	0.698	0.556
2019-4-29 10:00	1953	0.534	0.517	0.556	0.58	0.526	0.769	0.697	0.554
2019-4-29 10:30	1954	0.53	0.512	0.555	0.579	0.522	0.765	0.689	0.55
2019-4-29 11:00	1955	0.525	0.507	0.552	0.578	0.522	0.762	0.686	0.547
2019-4-29 11:30	1956	0.52	0.504	0.547	0.578	0.522	0.764	0.686	0.546
2019-4-29 12:00	1957	0.519	0.5	0.541	0.577	0.522	0.763	0.678	0.543
2019-4-29 12:30	1958	0.518	0.496	0.533	0.576	0.52	0.767	0.678	0.543
2019-4-29 13:00	1959	0.517	0.493	0.531	0.574	0.518	0.764	0.676	0.541
2019-4-29 13:30	1960	0.518	0.491	0.526	0.574	0.521	0.758	0.682	0.543
2019-4-29 14:00	1961	0.516	0.493	0.524	0.573	0.521	0.755	0.683	0.544
2019-4-29 14:30	1962	0.517	0.491	0.521	0.573	0.519	0.756	0.682	0.545
2019-4-29 15:00	1963	0.518	0.486	0.517	0.571	0.517	0.756	0.676	0.544
2019-4-29 15:30	1964	0.519	0.482	0.513	0.57	0.515	0.755	0.678	0.544
2019-4-29 16:00	1965	0.519	0.48	0.508	0.571	0.516	0.759	0.679	0.544
2019-4-29 16:30	1966	0.523	0.483	0.504	0.572	0.518	0.761	0.682	0.546
2019-4-29 17:00	1967	0.522	0.486	0.508	0.573	0.518	0.757	0.682	0.546
2019-4-29 17:30	1968	0.523	0.486	0.511	0.573	0.517	0.759	0.683	0.546
2019-4-29 18:00	1969	0.525	0.487	0.508	0.574	0.519	0.761	0.683	0.547
2019-4-29 18:30	1970	0.527	0.492	0.508	0.575	0.52	0.76	0.682	0.547
2019-4-29 19:00	1971	0.528	0.499	0.51	0.575	0.522	0.76	0.682	0.548
2019-4-29 19:30	1972	0.53	0.506	0.513	0.576	0.525	0.761	0.682	0.549
2019-4-29 20:00	1973	0.532	0.512	0.515	0.576	0.526	0.76	0.68	0.549
2019-4-29 20:30	1974	0.534	0.517	0.518	0.577	0.529	0.765	0.682	0.549
2019-4-29 21:00	1975	0.536	0.521	0.521	0.578	0.53	0.766	0.684	0.551
2019-4-29 21:30	1976	0.537	0.523	0.52	0.577	0.531	0.764	0.676	0.551
2019-4-29 22:00	1977	0.54	0.525	0.522	0.576	0.531	0.762	0.678	0.552
2019-4-29 22:30	1978	0.541	0.526	0.522	0.575	0.532	0.759	0.674	0.553
2019-4-29 23:00	1979	0.543	0.528	0.524	0.575	0.532	0.761	0.675	0.554
2019-4-29 23:30	1980	0.545	0.529	0.527	0.575	0.533	0.758	0.675	0.555
2019-4-30 0:00	1981	0.544	0.531	0.529	0.576	0.532	0.762	0.676	0.555
2019-4-30 0:30	1982	0.546	0.532	0.531	0.576	0.533	0.763	0.677	0.556
2019-4-30 1:00	1983	0.546	0.533	0.532	0.575	0.534	0.761	0.676	0.558
2019-4-30 1:30	1984	0.547	0.533	0.532	0.575	0.534	0.76	0.674	0.559
2019-4-30 2:00	1985	0.548	0.534	0.534	0.576	0.535	0.761	0.675	0.559
2019-4-30 2:30	1986	0.549	0.534	0.536	0.576	0.535	0.761	0.675	0.56
2019-4-30 3:00	1987	0.55	0.535	0.536	0.576	0.535	0.76	0.675	0.561
2019-4-30 3:30	1988	0.55	0.535	0.538	0.575	0.535	0.761	0.676	0.561
2019-4-30 4:00	1989	0.549	0.536	0.54	0.576	0.535	0.761	0.676	0.561
2019-4-30 4:30	1990	0.551	0.536	0.541	0.576	0.536	0.76	0.678	0.561
2019-4-30 5:00	1991	0.552	0.537	0.541	0.576	0.536	0.76	0.676	0.563
2019-4-30 5:30	1992	0.551	0.536	0.542	0.576	0.536	0.76	0.674	0.563
2019-4-30 6:00	1993	0.552	0.537	0.543	0.576	0.536	0.761	0.677	0.564
2019-4-30 6:30	1994	0.552	0.537	0.543	0.575	0.537	0.76	0.676	0.564
2019-4-30 7:00	1995	0.551	0.537	0.545	0.576	0.536	0.761	0.678	0.563
2019-4-30 7:30	1996	0.55	0.537	0.547	0.577	0.537	0.762	0.681	0.564
2019-4-30 8:00	1997	0.547	0.536	0.55	0.578	0.536	0.764	0.684	0.564
2019-4-30 8:30	1998	0.544	0.535	0.554	0.58	0.534	0.764	0.687	0.562
2019-4-30 9:00	1999	0.54	0.532	0.558	0.582	0.535	0.767	0.695	0.56
2019-4-30 9:30	2000	0.538	0.53	0.562	0.585	0.536	0.775	0.704	0.559
2019-4-30 10:00	2001	0.536	0.525	0.564	0.583	0.528	0.775	0.708	0.558
2019-4-30 10:30	2002	0.532	0.52	0.564	0.582	0.525	0.772	0.705	0.554
2019-4-30 11:00	2003	0.53	0.515	0.561	0.58	0.522	0.775	0.701	0.551
2019-4-30 11:30	2004	0.527	0.509	0.556	0.58	0.521	0.773	0.689	0.547
2019-4-30 12:00	2005	0.523	0.504	0.548	0.578	0.52	0.765	0.69	0.547
2019-4-30 12:30	2006	0.516	0.499	0.541	0.577	0.521	0.764	0.689	0.547
2019-4-30 13:00	2007	0.51	0.497	0.536	0.577	0.521	0.765	0.687	0.546
2019-4-30 13:30	2008	0.512	0.492	0.529	0.575	0.516	0.754	0.68	0.545
2019-4-30 14:00	2009	0.514	0.49	0.522	0.573	0.515	0.746	0.677	0.545
2019-4-30 14:30	2010	0.517	0.487	0.516	0.571	0.514	0.746	0.674	0.544
2019-4-30 15:00	2011	0.516	0.487	0.514	0.572	0.52	0.757	0.684	0.546
2019-4-30 15:30	2012	0.52	0.486	0.511	0.572	0.52	0.757	0.685	0.547
2019-4-30 16:00	2013	0.524	0.488	0.509	0.572	0.517	0.755	0.679	0.546
2019-4-30 16:30	2014	0.524	0.488	0.507	0.573	0.518	0.759	0.68	0.546
2019-4-30 17:00	2015	0.526	0.488	0.509	0.574	0.519	0.759	0.68	0.546
2019-4-30 17:30	2016	0.526	0.49	0.511	0.575	0.518	0.76	0.68	0.546
2019-4-30 18:00	2017	0.528	0.493	0.511	0.577	0.519	0.758	0.681	0.547
2019-4-30 18:30	2018	0.53	0.495	0.512	0.577	0.521	0.76	0.685	0.548
2019-4-30 19:00	2019	0.532	0.497	0.512	0.578	0.521	0.76	0.684	0.549
2019-4-30 19:30	2020	0.533	0.5	0.514	0.579	0.523	0.762	0.686	0.549
2019-4-30 20:00	2021	0.534	0.504	0.516	0.579	0.525	0.762	0.686	0.55
2019-4-30 20:30	2022	0.536	0.509	0.52	0.58	0.526	0.762	0.684	0.551
2019-4-30 21:00	2023	0.537	0.513	0.522	0.579	0.526	0.759	0.682	0.55
2019-4-30 21:30	2024	0.537	0.517	0.525	0.579	0.527	0.757	0.682	0.551
2019-4-30 22:00	2025	0.538	0.522	0.528	0.579	0.528	0.761	0.681	0.551
2019-4-30 22:30	2026	0.54	0.525	0.529	0.579	0.529	0.762	0.681	0.552
2019-4-30 23:00	2027	0.542	0.527	0.531	0.579	0.53	0.762	0.681	0.553
2019-4-30 23:30	2028	0.541	0.529	0.533	0.579	0.53	0.761	0.681	0.553
2019-5-1 0:00	2029	0.545	0.531	0.533	0.579	0.531	0.762	0.679	0.555
2019-5-1 0:30	2030	0.543	0.532	0.534	0.578	0.532	0.762	0.679	0.554
2019-5-1 1:00	2031	0.541	0.532	0.538	0.579	0.532	0.762	0.68	0.554
2019-5-1 1:30	2032	0.541	0.533	0.541	0.579	0.532	0.762	0.681	0.553
2019-5-1 2:00	2033	0.541	0.533	0.542	0.579	0.532	0.763	0.683	0.553
2019-5-1 2:30	2034	0.541	0.534	0.545	0.579	0.532	0.763	0.683	0.553
2019-5-1 3:00	2035	0.54	0.534	0.547	0.58	0.532	0.763	0.684	0.553
2019-5-1 3:30	2036	0.54	0.534	0.549	0.58	0.532	0.762	0.684	0.552
2019-5-1 4:00	2037	0.54	0.535	0.551	0.58	0.533	0.763	0.686	0.552
2019-5-1 4:30	2038	0.539	0.535	0.552	0.58	0.532	0.762	0.687	0.552
2019-5-1 5:00	2039	0.539	0.535	0.553	0.581	0.533	0.763	0.689	0.552
2019-5-1 5:30	2040	0.539	0.534	0.554	0.58	0.533	0.76	0.688	0.552
2019-5-1 6:00	2041	0.54	0.534	0.555	0.58	0.533	0.761	0.688	0.552
2019-5-1 6:30	2042	0.54	0.535	0.555	0.579	0.532	0.76	0.687	0.552
2019-5-1 7:00	2043	0.54	0.535	0.555	0.579	0.532	0.761	0.687	0.552
2019-5-1 7:30	2044	0.54	0.535	0.556	0.579	0.533	0.763	0.689	0.552
2019-5-1 8:00	2045	0.54	0.535	0.556	0.58	0.533	0.764	0.689	0.552
2019-5-1 8:30	2046	0.539	0.532	0.556	0.58	0.533	0.764	0.691	0.552
2019-5-1 9:00	2047	0.537	0.529	0.554	0.58	0.531	0.757	0.688	0.552
2019-5-1 9:30	2048	0.537	0.526	0.552	0.581	0.532	0.762	0.691	0.553
2019-5-1 10:00	2049	0.535	0.522	0.551	0.581	0.531	0.757	0.687	0.551
2019-5-1 10:30	2050	0.534	0.517	0.547	0.58	0.529	0.756	0.688	0.551
2019-5-1 11:00	2051	0.532	0.512	0.542	0.58	0.528	0.753	0.684	0.551
2019-5-1 11:30	2052	0.532	0.507	0.533	0.578	0.526	0.748	0.678	0.549
2019-5-1 12:00	2053	0.53	0.504	0.528	0.577	0.525	0.75	0.679	0.549
2019-5-1 12:30	2054	0.526	0.5	0.523	0.576	0.525	0.745	0.673	0.548
2019-5-1 13:00	2055	0.527	0.496	0.516	0.575	0.524	0.746	0.677	0.547
2019-5-1 13:30	2056	0.529	0.493	0.511	0.574	0.523	0.746	0.675	0.548
2019-5-1 14:00	2057	0.531	0.493	0.507	0.575	0.525	0.753	0.681	0.549
2019-5-1 14:30	2058	0.532	0.491	0.507	0.574	0.522	0.75	0.676	0.548
2019-5-1 15:00	2059	0.53	0.492	0.506	0.574	0.524	0.753	0.678	0.548
2019-5-1 15:30	2060	0.531	0.489	0.505	0.574	0.525	0.753	0.682	0.549
2019-5-1 16:00	2061	0.533	0.488	0.503	0.573	0.522	0.751	0.678	0.549
2019-5-1 16:30	2062	0.534	0.489	0.503	0.574	0.523	0.75	0.678	0.548
2019-5-1 17:00	2063	0.536	0.49	0.502	0.574	0.523	0.75	0.678	0.549
2019-5-1 17:30	2064	0.537	0.492	0.503	0.575	0.523	0.754	0.68	0.55
2019-5-1 18:00	2065	0.537	0.497	0.507	0.577	0.526	0.759	0.683	0.551
2019-5-1 18:30	2066	0.538	0.502	0.51	0.578	0.526	0.755	0.682	0.551
2019-5-1 19:00	2067	0.538	0.504	0.512	0.578	0.525	0.75	0.679	0.55
2019-5-1 19:30	2068	0.539	0.507	0.515	0.578	0.526	0.748	0.679	0.55
2019-5-1 20:00	2069	0.539	0.511	0.518	0.579	0.527	0.754	0.683	0.551
2019-5-1 20:30	2070	0.54	0.514	0.521	0.579	0.527	0.752	0.679	0.55
2019-5-1 21:00	2071	0.54	0.517	0.524	0.579	0.529	0.753	0.681	0.551
2019-5-1 21:30	2072	0.54	0.52	0.528	0.579	0.53	0.755	0.681	0.551
2019-5-1 22:00	2073	0.54	0.522	0.531	0.579	0.529	0.754	0.681	0.551
2019-5-1 22:30	2074	0.54	0.523	0.534	0.579	0.53	0.755	0.682	0.551
2019-5-1 23:00	2075	0.541	0.526	0.536	0.579	0.531	0.757	0.683	0.551
2019-5-1 23:30	2076	0.541	0.527	0.538	0.579	0.531	0.756	0.682	0.551
2019-5-2 0:00	2077	0.541	0.528	0.54	0.579	0.532	0.758	0.684	0.551
2019-5-2 0:30	2078	0.541	0.529	0.542	0.579	0.532	0.758	0.684	0.552
2019-5-2 1:00	2079	0.541	0.53	0.543	0.579	0.53	0.755	0.682	0.551
2019-5-2 1:30	2080	0.541	0.53	0.543	0.579	0.531	0.759	0.685	0.552
2019-5-2 2:00	2081	0.541	0.532	0.545	0.579	0.532	0.76	0.684	0.552
2019-5-2 2:30	2082	0.541	0.533	0.546	0.579	0.533	0.761	0.686	0.552
2019-5-2 3:00	2083	0.541	0.533	0.547	0.579	0.533	0.758	0.683	0.552
2019-5-2 3:30	2084	0.542	0.533	0.548	0.579	0.532	0.758	0.682	0.552
2019-5-2 4:00	2085	0.542	0.534	0.548	0.579	0.532	0.759	0.683	0.552
2019-5-2 4:30	2086	0.542	0.534	0.549	0.579	0.533	0.762	0.684	0.553
2019-5-2 5:00	2087	0.542	0.535	0.55	0.579	0.533	0.761	0.684	0.553
2019-5-2 5:30	2088	0.542	0.534	0.551	0.579	0.532	0.76	0.685	0.553
2019-5-2 6:00	2089	0.542	0.534	0.551	0.579	0.532	0.76	0.686	0.553
2019-5-2 6:30	2090	0.543	0.535	0.551	0.578	0.532	0.763	0.686	0.553
2019-5-2 7:00	2091	0.542	0.536	0.551	0.579	0.532	0.764	0.686	0.554
2019-5-2 7:30	2092	0.542	0.536	0.552	0.58	0.532	0.764	0.687	0.553
2019-5-2 8:00	2093	0.541	0.535	0.553	0.58	0.533	0.765	0.689	0.553
2019-5-2 8:30	2094	0.541	0.534	0.554	0.581	0.533	0.766	0.691	0.553
2019-5-2 9:00	2095	0.541	0.533	0.554	0.582	0.534	0.768	0.693	0.553
2019-5-2 9:30	2096	0.54	0.529	0.554	0.581	0.533	0.764	0.693	0.553
2019-5-2 10:00	2097	0.54	0.524	0.552	0.582	0.533	0.756	0.685	0.552
2019-5-2 10:30	2098	0.54	0.521	0.549	0.581	0.532	0.761	0.689	0.553
2019-5-2 11:00	2099	0.539	0.521	0.548	0.582	0.532	0.76	0.689	0.553
2019-5-2 11:30	2100	0.538	0.518	0.547	0.582	0.531	0.757	0.687	0.552
2019-5-2 12:00	2101	0.536	0.515	0.545	0.582	0.531	0.759	0.687	0.552
